t,n,p,k,bin,cost,sdratio,correl,cancor1,cancor2,fract1,fract2,skewness,kurtosis,hc,hx,mcx,enatr,nsratio,ds_name_bt,ds_name_belgian,ds_name_cut,ds_name_chromosone,ds_name_credit,ds_name_dna,ds_name_diabetes,ds_name_digits,ds_name_faults,ds_name_german_credit,ds_name_head,ds_name_heart,ds_name_kldigits,ds_name_letters,ds_name_newbelgian,ds_name_satimage,ds_name_segment,ds_name_shuttle,ds_name_technical,ds_name_tsetse,ds_name_vehicle,alg_name_alloc80,alg_name_backprop,alg_name_bayes,alg_name_bayestree,alg_name_c4_5,alg_name_cart,alg_name_cal5,alg_name_cascade,alg_name_castle,alg_name_cn2,alg_name_default,alg_name_dipol92,alg_name_discrim,alg_name_itrule,alg_name_indcart,alg_name_knn,alg_name_kohonen,alg_name_lvq,alg_name_logdisc,alg_name_newid,alg_name_quadisc,alg_name_rbf,alg_name_smart,target
690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,0.7410583333333334,1.0,0.7000416666666666,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,0.7410583333333334,1.0,0.7000416666666666,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,0.7410583333333334,1.0,0.7000416666666666,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,0.7410583333333334,1.0,0.7000416666666666,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,0.7410583333333334,1.0,0.7000416666666666,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,0.7410583333333334,1.0,0.7000416666666666,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,0.7410583333333334,1.0,0.7000416666666666,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,0.7410583333333334,1.0,0.7000416666666666,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,0.7410583333333334,1.0,0.7000416666666666,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,0.7410583333333334,1.0,0.7000416666666666,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,0.7410583333333334,1.0,0.7000416666666666,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,0.7410583333333334,1.0,0.7000416666666666,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,0.7410583333333334,1.0,0.7000416666666666,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,0.7410583333333334,1.0,0.7000416666666666,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,0.7410583333333334,1.0,0.7000416666666666,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
